Streaming output truncated to the last 5000 lines.
2026-05-10 02:46:59,955 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180114.taz rows=952
2026-05-10 02:47:00,028 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=234 total_rows=234
2026-05-10 02:47:00,029 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180115.taz rows=234
2026-05-10 02:47:00,222 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=589 total_rows=589
2026-05-10 02:47:00,224 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180116.taz rows=589
2026-05-10 02:47:00,386 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=500 total_rows=500
2026-05-10 02:47:00,388 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180117.taz rows=500
2026-05-10 02:47:00,943 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1755 total_rows=1755
2026-05-10 02:47:00,946 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180118.taz rows=1755
2026-05-10 02:47:01,164 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=685 total_rows=685
2026-05-10 02:47:01,166 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180119.taz rows=685
2026-05-10 02:47:01,375 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=636 total_rows=636
2026-05-10 02:47:01,377 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180120.taz rows=636
2026-05-10 02:47:01,509 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=375 total_rows=375
2026-05-10 02:47:01,510 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180121.taz rows=375
2026-05-10 02:47:01,654 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=452 total_rows=452
2026-05-10 02:47:01,655 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180122.taz rows=452
2026-05-10 02:47:02,094 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1377 total_rows=1377
2026-05-10 02:47:02,097 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180123.taz rows=1377
2026-05-10 02:47:02,247 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=464 total_rows=464
2026-05-10 02:47:02,249 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180124.taz rows=464
2026-05-10 02:47:02,507 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=813 total_rows=813
2026-05-10 02:47:02,509 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180125.taz rows=813
2026-05-10 02:47:02,638 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=413 total_rows=413
2026-05-10 02:47:02,639 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180126.taz rows=413
2026-05-10 02:47:02,828 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=594 total_rows=594
2026-05-10 02:47:02,829 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180127.taz rows=594
2026-05-10 02:47:03,303 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1500 total_rows=1500
2026-05-10 02:47:03,306 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180128.taz rows=1500
2026-05-10 02:47:03,488 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=581 total_rows=581
2026-05-10 02:47:03,490 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180129.taz rows=581
2026-05-10 02:47:03,854 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1153 total_rows=1153
2026-05-10 02:47:03,857 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180130.taz rows=1153
2026-05-10 02:47:04,096 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=750 total_rows=750
2026-05-10 02:47:04,098 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180131.taz rows=750
2026-05-10 02:47:04,529 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1342 total_rows=1342
2026-05-10 02:47:04,532 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180132.taz rows=1342
2026-05-10 02:47:04,691 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=493 total_rows=493
2026-05-10 02:47:04,693 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180133.taz rows=493
2026-05-10 02:47:05,054 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1149 total_rows=1149
2026-05-10 02:47:05,056 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180134.taz rows=1149
2026-05-10 02:47:05,147 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=271 total_rows=271
2026-05-10 02:47:05,148 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180135.taz rows=271
2026-05-10 02:47:05,485 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1045 total_rows=1045
2026-05-10 02:47:05,488 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180136.taz rows=1045
2026-05-10 02:47:05,604 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=365 total_rows=365
2026-05-10 02:47:05,605 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180137.taz rows=365
2026-05-10 02:47:05,860 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=778 total_rows=778
2026-05-10 02:47:05,862 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180138.taz rows=778
2026-05-10 02:47:06,076 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=683 total_rows=683
2026-05-10 02:47:06,078 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180139.taz rows=683
2026-05-10 02:47:06,266 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=571 total_rows=571
2026-05-10 02:47:06,268 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180140.taz rows=571
2026-05-10 02:47:06,620 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1096 total_rows=1096
2026-05-10 02:47:06,622 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180141.taz rows=1096
2026-05-10 02:47:06,838 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=706 total_rows=706
2026-05-10 02:47:06,839 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180142.taz rows=706
2026-05-10 02:47:06,965 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=397 total_rows=397
2026-05-10 02:47:06,967 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180143.taz rows=397
2026-05-10 02:47:07,127 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=428 total_rows=428
2026-05-10 02:47:07,128 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180144.taz rows=428
2026-05-10 02:47:07,323 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=584 total_rows=584
2026-05-10 02:47:07,325 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180145.taz rows=584
2026-05-10 02:47:07,686 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1141 total_rows=1141
2026-05-10 02:47:07,688 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180146.taz rows=1141
2026-05-10 02:47:07,844 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=477 total_rows=477
2026-05-10 02:47:07,846 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180147.taz rows=477
2026-05-10 02:47:08,030 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=568 total_rows=568
2026-05-10 02:47:08,032 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180148.taz rows=568
2026-05-10 02:47:08,148 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=340 total_rows=340
2026-05-10 02:47:08,149 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180149.taz rows=340
2026-05-10 02:47:08,268 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=330 total_rows=330
2026-05-10 02:47:08,269 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180150.taz rows=330
2026-05-10 02:47:08,571 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=896 total_rows=896
2026-05-10 02:47:08,573 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180151.taz rows=896
2026-05-10 02:47:08,739 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=491 total_rows=491
2026-05-10 02:47:08,740 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180152.taz rows=491
2026-05-10 02:47:08,904 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=491 total_rows=491
2026-05-10 02:47:08,906 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180153.taz rows=491
2026-05-10 02:47:09,036 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=378 total_rows=378
2026-05-10 02:47:09,038 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180154.taz rows=378
2026-05-10 02:47:09,209 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=502 total_rows=502
2026-05-10 02:47:09,210 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180155.taz rows=502
2026-05-10 02:47:09,339 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=374 total_rows=374
2026-05-10 02:47:09,340 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180156.taz rows=374
2026-05-10 02:47:09,429 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=256 total_rows=256
2026-05-10 02:47:09,430 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180157.taz rows=256
2026-05-10 02:47:09,559 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=404 total_rows=404
2026-05-10 02:47:09,560 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180158.taz rows=404
2026-05-10 02:47:09,697 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=422 total_rows=422
2026-05-10 02:47:09,698 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180159.taz rows=422
2026-05-10 02:47:09,826 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=395 total_rows=395
2026-05-10 02:47:09,827 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180160.taz rows=395
2026-05-10 02:47:09,960 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=393 total_rows=393
2026-05-10 02:47:09,961 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180161.taz rows=393
2026-05-10 02:47:10,089 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=403 total_rows=403
2026-05-10 02:47:10,089 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180162.taz rows=403
2026-05-10 02:47:10,242 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=438 total_rows=438
2026-05-10 02:47:10,243 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180163.taz rows=438
2026-05-10 02:47:10,337 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=276 total_rows=276
2026-05-10 02:47:10,338 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180164.taz rows=276
2026-05-10 02:47:10,474 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=404 total_rows=404
2026-05-10 02:47:10,475 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180165.taz rows=404
2026-05-10 02:47:10,642 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=502 total_rows=502
2026-05-10 02:47:10,643 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180166.taz rows=502
2026-05-10 02:47:10,832 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=580 total_rows=580
2026-05-10 02:47:10,833 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180167.taz rows=580
2026-05-10 02:47:10,926 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=249 total_rows=249
2026-05-10 02:47:10,927 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180168.taz rows=249
2026-05-10 02:47:11,107 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=539 total_rows=539
2026-05-10 02:47:11,109 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180169.taz rows=539
2026-05-10 02:47:11,350 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=717 total_rows=717
2026-05-10 02:47:11,351 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180170.taz rows=717
2026-05-10 02:47:11,522 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=528 total_rows=528
2026-05-10 02:47:11,523 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180171.taz rows=528
2026-05-10 02:47:11,795 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=868 total_rows=868
2026-05-10 02:47:11,797 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180172.taz rows=868
2026-05-10 02:47:11,850 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=145 total_rows=145
2026-05-10 02:47:11,851 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180173.taz rows=145
2026-05-10 02:47:12,077 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=692 total_rows=692
2026-05-10 02:47:12,079 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180174.taz rows=692
2026-05-10 02:47:12,531 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=1419 total_rows=1419
2026-05-10 02:47:12,534 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180175.taz rows=1419
2026-05-10 02:47:12,737 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=639 total_rows=639
2026-05-10 02:47:12,739 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180176.taz rows=639
2026-05-10 02:47:13,043 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=954 total_rows=954
2026-05-10 02:47:13,044 | INFO | bodacc_archives_to_parquet | exported archive=/content/pfe_work/source-archives/bodacc/historical/2018/PCL/PCL_BXA20180177.taz rows=954
2026-05-10 02:47:13,219 | INFO | bodacc_to_parquet | wrote part=00001 batch_rows=546 total_rows=546
